Intervalle:600 sec;;;;;;;;
Tension:229.999 V;;;;;;;;
;;;;;;;;
;;;;;;;;
Date/Heure:2018/25/04;10:10:00.000 - 2018/02/05;09:20:00.000;;;;;;
;;;;;;;;
Date;Heure;'UL1_[V]';'UL2_[V]';'UL3_[V]';'IL1_[A]';'IL2_[A]';'IL3_[A]';'I_Neutral_[A]'
2018/29/04;08:00:00.000;235.528;234.628;235.500;1.367;1.542;1.316;0.917
2018/29/04;08:10:00.000;235.538;234.748;235.446;1.624;1.870;1.686;0.856
2018/29/04;08:20:00.000;235.470;234.645;235.427;1.854;2.288;1.985;0.872
2018/29/04;08:30:00.000;235.448;234.261;235.425;2.312;2.503;2.211;0.874
2018/29/04;08:40:00.000;234.913;234.376;234.651;2.522;2.513;2.398;0.727
2018/29/04;08:50:00.000;234.659;234.245;234.788;2.701;2.850;2.613;0.810
2018/29/04;09:00:00.000;235.939;235.004;235.828;2.871;3.107;2.811;0.856
2018/29/04;09:10:00.000;236.970;236.235;237.331;3.012;3.285;2.992;0.854
2018/29/04;09:20:00.000;237.298;236.290;236.422;3.069;3.465;6.403;7.323
2018/29/04;09:30:00.000;237.192;236.204;236.290;3.275;3.502;7.514;9.034
2018/29/04;09:40:00.000;236.808;236.137;236.843;3.270;3.616;3.264;0.930
2018/29/04;09:50:00.000;236.827;236.319;235.740;3.130;3.888;5.042;7.768
2018/29/04;10:00:00.000;236.954;236.065;235.529;3.387;3.810;5.608;8.748
2018/29/04;10:10:00.000;235.965;235.665;236.324;3.677;3.728;2.998;4.978
2018/29/04;10:20:00.000;235.972;235.983;235.119;3.321;4.072;5.787;8.927
2018/29/04;10:30:00.000;235.860;235.554;235.517;3.843;3.806;4.271;6.241
2018/29/04;10:40:00.000;235.995;235.397;234.658;3.576;2.910;10.130;12.245
2018/29/04;10:50:00.000;235.719;234.909;235.733;3.516;3.166;4.618;5.271
2018/29/04;11:00:00.000;235.734;234.568;235.917;2.729;2.309;2.693;2.764
2018/29/04;11:10:00.000;235.202;234.618;235.805;2.155;2.915;3.085;2.815
2018/29/04;11:20:00.000;235.330;234.223;233.697;1.613;1.789;7.775;8.828
2018/29/04;11:30:00.000;234.434;233.745;234.448;1.427;1.440;3.788;4.496
2018/29/04;11:40:00.000;233.607;233.981;235.222;1.576;1.440;2.402;3.020
2018/29/04;11:50:00.000;233.898;233.416;235.485;1.495;1.403;2.489;3.077
2018/29/04;12:00:00.000;234.151;234.075;235.932;0.742;2.505;2.505;2.925
2018/29/04;12:10:00.000;233.746;233.959;235.430;0.752;2.302;2.311;2.845
2018/29/04;12:20:00.000;233.214;233.909;235.365;0.784;2.356;2.335;2.793
2018/29/04;12:30:00.000;234.612;234.895;236.562;0.779;2.292;2.114;2.556
2018/29/04;12:40:00.000;236.351;236.935;238.220;0.771;2.236;2.098;2.568
2018/29/04;12:50:00.000;236.108;235.602;237.248;0.773;2.418;2.251;2.566
2018/29/04;13:00:00.000;235.438;234.933;236.714;0.923;2.622;2.602;2.536
2018/29/04;13:10:00.000;236.273;235.143;236.262;1.633;2.744;7.542;8.424
2018/29/04;13:20:00.000;237.191;235.927;236.650;2.813;3.201;8.267;9.394
2018/29/04;13:30:00.000;235.154;235.286;236.407;3.287;2.975;4.358;4.578
2018/29/04;13:40:00.000;235.616;235.058;236.661;2.447;2.440;3.879;3.702
2018/29/04;13:50:00.000;236.098;235.291;236.560;2.017;2.093;3.723;3.288
2018/29/04;14:00:00.000;236.135;235.504;236.813;1.503;1.662;3.118;2.597
2018/29/04;14:10:00.000;236.272;235.822;237.023;1.807;2.073;3.508;2.569
2018/29/04;14:20:00.000;236.447;236.654;237.723;2.068;2.136;3.674;2.459
2018/29/04;14:30:00.000;235.981;236.813;237.491;2.090;2.370;3.541;2.419
2018/29/04;14:40:00.000;236.686;236.721;237.794;2.306;3.847;3.708;2.372
2018/29/04;14:50:00.000;237.017;237.161;238.055;2.033;3.602;3.852;2.411
2018/29/04;15:00:00.000;237.084;236.760;237.687;1.449;3.162;3.212;2.475
2018/29/04;15:10:00.000;237.042;236.564;237.613;1.656;3.390;3.405;2.490
2018/29/04;15:20:00.000;236.964;236.660;237.745;1.672;3.398;3.419;2.485
2018/29/04;15:30:00.000;236.638;236.600;237.616;0.870;2.429;2.408;2.512
2018/29/04;15:40:00.000;235.850;236.016;237.290;3.316;1.684;1.972;4.907
2018/29/04;15:50:00.000;236.213;236.221;235.816;4.709;1.130;10.931;9.797
2018/29/04;16:00:00.000;236.280;235.858;236.967;1.417;1.325;1.068;2.305
2018/29/04;16:10:00.000;236.584;236.192;236.923;1.712;1.609;0.924;2.358
2018/29/04;16:20:00.000;236.346;235.873;236.915;2.119;1.816;0.993;2.954
2018/29/04;16:30:00.000;236.110;235.517;237.105;2.231;2.184;0.987;2.950
2018/29/04;16:40:00.000;235.749;234.916;236.084;1.879;2.051;0.933;2.201
2018/29/04;16:50:00.000;236.578;235.545;237.144;2.003;2.101;0.990;2.181
2018/29/04;17:00:00.000;236.477;235.872;237.027;1.998;1.720;1.361;2.094
2018/29/04;17:10:00.000;236.020;235.576;236.949;2.088;1.087;0.910;2.344
2018/29/04;17:20:00.000;236.116;235.571;236.842;1.613;1.196;1.000;2.319
2018/29/04;17:30:00.000;236.071;235.639;236.904;1.611;1.373;1.100;2.652
2018/29/04;17:40:00.000;236.240;235.846;236.812;1.530;1.655;1.434;2.868
2018/29/04;17:50:00.000;235.827;235.740;236.777;1.384;1.802;1.590;2.845
2018/29/04;18:00:00.000;235.808;235.296;236.305;1.762;1.264;1.140;2.858
2018/29/04;18:10:00.000;235.166;235.428;236.508;1.727;1.150;1.113;2.721
2018/29/04;18:20:00.000;235.263;235.011;236.324;1.687;1.068;0.960;2.485
2018/29/04;18:30:00.000;235.043;234.583;236.086;1.804;1.052;0.870;2.501
2018/29/04;18:40:00.000;234.616;234.594;235.925;1.834;1.043;0.857;2.505
2018/29/04;18:50:00.000;235.095;234.234;235.793;1.903;1.032;0.805;2.514
2018/29/04;19:00:00.000;234.507;233.858;235.601;1.992;0.993;0.756;2.433
2018/29/04;19:10:00.000;234.448;233.923;235.614;2.077;0.965;0.720;2.446
2018/29/04;19:20:00.000;234.391;234.043;235.497;2.111;0.952;0.718;2.474
2018/29/04;19:30:00.000;234.600;234.255;235.876;2.494;0.955;0.731;2.859
2018/29/04;19:40:00.000;234.329;234.347;235.746;2.419;0.959;0.722;2.817
2018/29/04;19:50:00.000;234.610;234.531;235.942;2.462;0.995;0.715;2.737
2018/29/04;20:00:00.000;234.586;234.558;236.034;2.490;0.966;0.717;2.729
2018/29/04;20:10:00.000;234.629;234.361;235.874;2.449;0.937;0.694;2.729
2018/29/04;20:20:00.000;234.845;234.548;236.040;2.214;0.933;0.688;2.474
2018/29/04;20:30:00.000;234.846;234.655;235.910;2.227;0.951;0.643;2.480
2018/29/04;20:40:00.000;234.644;234.736;236.065;2.218;0.993;0.571;2.451
2018/29/04;20:50:00.000;234.556;234.589;235.577;2.251;0.983;0.572;2.471
2018/29/04;21:00:00.000;234.546;234.336;235.284;2.231;0.916;0.572;2.490
2018/29/04;21:10:00.000;234.666;233.694;235.136;1.734;1.275;0.556;1.985
2018/29/04;21:20:00.000;235.332;233.309;235.310;0.936;1.826;0.540;1.521
2018/29/04;21:30:00.000;235.316;233.828;235.340;0.955;2.102;0.535;1.808
2018/29/04;21:40:00.000;235.468;234.319;235.618;0.903;2.250;0.534;1.885
2018/29/04;21:50:00.000;235.545;234.432;236.057;0.899;2.198;0.535;1.843
2018/29/04;22:00:00.000;235.769;234.562;236.199;0.889;2.312;0.533;1.965
2018/29/04;22:10:00.000;235.794;234.531;236.103;0.914;2.376;0.536;2.046
2018/29/04;22:20:00.000;235.980;234.312;235.484;0.933;2.472;0.532;2.206
2018/29/04;22:30:00.000;235.711;233.588;235.254;0.933;2.533;0.530;2.266
2018/29/04;22:40:00.000;235.007;233.126;235.031;0.690;1.215;0.550;1.244
2018/29/04;22:50:00.000;235.740;233.692;235.210;0.643;0.793;0.558;0.886
2018/29/04;23:00:00.000;236.379;234.254;235.861;0.905;0.781;0.558;0.574
2018/29/04;23:10:00.000;235.875;234.290;235.644;0.908;0.832;0.557;0.578
2018/29/04;23:20:00.000;236.041;234.938;235.744;0.910;0.834;0.556;0.475
2018/29/04;23:30:00.000;236.312;234.901;235.895;0.939;0.787;0.559;0.700
2018/29/04;23:40:00.000;237.313;235.705;236.876;0.862;0.788;0.562;0.698
2018/29/04;23:50:00.000;238.295;236.624;237.755;0.852;0.789;0.563;0.664
2018/30/04;00:00:00.000;238.436;237.308;237.892;0.850;0.838;0.561;0.663
2018/30/04;00:10:00.000;238.884;237.241;238.292;0.885;0.842;0.561;0.561
2018/30/04;00:20:00.000;238.909;237.359;238.292;0.917;0.796;0.561;0.541
2018/30/04;00:30:00.000;237.558;236.181;236.990;0.912;0.783;0.560;0.557
2018/30/04;00:40:00.000;236.280;234.765;235.832;0.910;0.781;0.560;0.558
2018/30/04;00:50:00.000;236.561;235.582;236.065;0.910;0.818;0.559;0.596
2018/30/04;01:00:00.000;236.632;235.872;236.370;0.913;0.837;0.556;0.458
2018/30/04;01:10:00.000;236.632;235.810;236.542;0.911;0.803;0.556;0.507
2018/30/04;01:20:00.000;236.603;235.678;236.434;0.909;0.782;0.556;0.540
2018/30/04;01:30:00.000;236.444;235.566;236.607;0.948;0.784;0.558;0.684
2018/30/04;01:40:00.000;236.469;235.490;236.482;0.891;0.788;0.560;0.727
2018/30/04;01:50:00.000;236.470;235.628;236.569;0.880;0.862;0.558;0.648
2018/30/04;02:00:00.000;236.327;235.473;236.358;0.873;0.813;0.559;0.618
2018/30/04;02:10:00.000;236.800;236.037;236.746;0.877;0.782;0.559;0.651
2018/30/04;02:20:00.000;236.612;236.316;236.822;0.910;0.778;0.558;0.541
2018/30/04;02:30:00.000;237.127;236.488;237.185;0.913;0.779;0.558;0.541
2018/30/04;02:40:00.000;237.266;236.640;237.268;0.914;0.835;0.558;0.548
2018/30/04;02:50:00.000;237.151;236.273;237.117;0.914;0.824;0.556;0.450
2018/30/04;03:00:00.000;237.166;236.458;237.158;0.911;0.779;0.558;0.540
2018/30/04;03:10:00.000;237.457;236.439;237.156;0.913;0.779;0.558;0.539
2018/30/04;03:20:00.000;237.464;236.644;237.302;0.913;0.780;0.559;0.539
2018/30/04;03:30:00.000;237.411;236.608;237.250;0.952;0.824;0.557;0.653
2018/30/04;03:40:00.000;237.308;236.634;237.196;0.902;0.833;0.560;0.641
2018/30/04;03:50:00.000;237.529;236.757;237.350;0.882;0.797;0.561;0.676
2018/30/04;04:00:00.000;237.645;236.781;237.449;0.874;0.786;0.560;0.678
2018/30/04;04:10:00.000;237.543;236.739;237.329;0.874;0.785;0.561;0.663
2018/30/04;04:20:00.000;237.439;236.646;237.289;0.912;0.779;0.559;0.539
2018/30/04;04:30:00.000;237.205;236.517;237.271;0.914;0.857;0.556;0.502
2018/30/04;04:40:00.000;237.349;236.550;237.226;0.913;0.801;0.557;0.497
2018/30/04;04:50:00.000;237.203;236.311;237.152;0.912;0.779;0.558;0.541
2018/30/04;05:00:00.000;236.936;236.007;236.858;0.911;0.778;0.558;0.542
2018/30/04;05:10:00.000;235.993;235.222;236.059;0.910;0.777;0.560;0.547
2018/30/04;05:20:00.000;235.869;234.960;235.881;0.909;0.837;0.557;0.545
2018/30/04;05:30:00.000;235.640;234.736;235.463;0.909;0.854;0.555;0.496
2018/30/04;05:40:00.000;235.280;234.208;235.112;0.943;0.871;0.557;0.789
2018/30/04;05:50:00.000;234.812;234.174;234.929;0.867;0.873;0.557;0.700
2018/30/04;06:00:00.000;237.126;236.729;237.350;0.877;0.878;0.562;0.695
2018/30/04;06:10:00.000;236.695;236.207;236.933;0.874;0.933;0.589;0.731
2018/30/04;06:20:00.000;237.003;236.302;237.017;0.922;0.956;0.592;0.603
2018/30/04;06:30:00.000;236.400;236.514;237.211;5.347;0.919;0.615;5.391
2018/30/04;06:40:00.000;235.428;236.425;237.033;6.864;0.961;0.674;6.930
2018/30/04;06:50:00.000;235.292;236.354;236.660;6.773;1.016;0.742;6.903
2018/30/04;07:00:00.000;234.124;235.233;235.703;8.015;1.062;0.748;8.248
2018/30/04;07:10:00.000;233.884;234.555;235.196;7.359;1.076;0.742;7.511
2018/30/04;07:20:00.000;233.651;234.397;234.997;7.286;1.088;0.741;7.483
2018/30/04;07:30:00.000;234.234;234.110;234.955;4.133;1.034;0.729;4.425
2018/30/04;07:40:00.000;234.637;235.011;235.694;3.208;1.025;0.726;3.587
2018/30/04;07:50:00.000;235.674;236.628;237.290;3.842;1.048;0.759;4.303
2018/30/04;08:00:00.000;236.178;236.065;236.794;1.621;1.604;1.595;3.057
2018/30/04;08:10:00.000;235.887;235.853;236.784;1.422;2.218;2.312;3.470
2018/30/04;08:20:00.000;236.030;235.639;236.729;0.880;2.615;2.521;3.247
2018/30/04;08:30:00.000;234.592;234.350;235.596;0.768;2.800;2.709;3.096
2018/30/04;08:40:00.000;234.958;234.887;235.166;0.871;3.009;2.945;2.953
2018/30/04;08:50:00.000;235.102;234.901;235.139;0.978;3.216;3.165;2.974
2018/30/04;09:00:00.000;236.482;236.471;236.983;1.098;3.197;3.351;2.925
2018/30/04;09:10:00.000;236.174;236.460;237.036;1.235;3.508;3.567;2.991
2018/30/04;09:20:00.000;236.360;236.222;237.457;1.370;3.793;3.761;3.043
2018/30/04;09:30:00.000;236.611;236.459;237.587;1.549;3.980;3.959;3.034
2018/30/04;09:40:00.000;236.141;236.027;237.146;1.717;4.124;4.110;3.011
2018/30/04;09:50:00.000;236.128;236.322;236.876;1.736;4.145;4.288;3.153
2018/30/04;10:00:00.000;236.511;236.222;236.757;1.749;4.240;4.458;3.225
2018/30/04;10:10:00.000;235.930;235.802;236.374;2.105;4.651;4.733;3.188
2018/30/04;10:20:00.000;235.327;235.677;236.514;2.324;4.758;4.894;3.131
2018/30/04;10:30:00.000;235.382;235.783;236.621;2.519;4.742;4.879;2.987
2018/30/04;10:40:00.000;235.140;235.361;236.646;2.746;4.833;4.973;2.807
2018/30/04;10:50:00.000;235.194;234.923;236.802;2.854;4.737;5.079;2.746
2018/30/04;11:00:00.000;235.539;234.942;236.519;2.946;4.920;5.144;2.754
2018/30/04;11:10:00.000;235.298;235.110;236.436;2.962;5.016;5.165;2.800
2018/30/04;11:20:00.000;235.526;234.019;236.667;3.031;6.847;5.038;8.573
2018/30/04;11:30:00.000;235.148;232.325;237.012;3.282;7.476;5.244;12.057
2018/30/04;11:40:00.000;234.869;232.334;236.740;3.362;7.501;5.285;12.217
2018/30/04;11:50:00.000;234.974;232.356;236.499;3.385;7.443;5.403;12.288
2018/30/04;12:00:00.000;235.253;235.158;236.532;3.051;5.162;5.453;3.404
2018/30/04;12:10:00.000;236.264;235.676;236.874;2.821;5.425;5.578;3.474
2018/30/04;12:20:00.000;236.386;236.310;237.602;3.107;5.334;5.556;3.109
2018/30/04;12:30:00.000;236.577;236.170;237.917;2.431;3.947;4.030;2.818
2018/30/04;12:40:00.000;236.570;235.993;237.780;1.774;3.140;3.439;2.517
2018/30/04;12:50:00.000;237.270;237.007;238.818;3.700;5.280;5.591;2.538
2018/30/04;13:00:00.000;237.607;237.093;238.743;3.679;5.327;5.637;2.589
2018/30/04;13:10:00.000;237.116;236.425;238.471;3.621;5.276;5.573;2.585
2018/30/04;13:20:00.000;237.336;236.377;238.386;3.626;5.295;5.594;2.588
2018/30/04;13:30:00.000;237.054;236.205;238.493;3.731;5.214;5.684;2.565
2018/30/04;13:40:00.000;237.029;236.273;237.652;3.584;5.106;5.549;2.566
2018/30/04;13:50:00.000;237.068;236.341;237.769;3.481;5.155;5.453;2.608
2018/30/04;14:00:00.000;236.666;236.314;238.276;3.100;5.191;5.473;2.979
2018/30/04;14:10:00.000;236.289;236.294;237.712;3.050;5.052;5.338;2.905
2018/30/04;14:20:00.000;236.410;236.269;237.414;2.924;4.753;5.111;2.866
2018/30/04;14:30:00.000;236.724;236.373;237.552;2.981;4.768;5.262;2.836
2018/30/04;14:40:00.000;237.299;236.974;238.028;3.110;4.794;5.096;2.614
2018/30/04;14:50:00.000;237.596;237.098;237.898;3.297;4.970;5.273;2.584
2018/30/04;15:00:00.000;237.711;237.214;238.033;2.935;4.544;4.809;2.584
2018/30/04;15:10:00.000;237.631;237.251;238.317;3.100;4.775;5.054;2.584
2018/30/04;15:20:00.000;237.505;237.190;238.660;3.113;4.572;5.051;2.552
2018/30/04;15:30:00.000;237.187;236.936;238.208;2.530;3.962;4.292;2.566
2018/30/04;15:40:00.000;237.149;237.029;238.163;2.448;4.097;4.325;2.583
2018/30/04;15:50:00.000;237.148;237.360;238.580;2.249;3.953;4.174;2.560
2018/30/04;16:00:00.000;237.453;237.465;238.944;1.846;3.880;4.088;2.929
2018/30/04;16:10:00.000;237.572;237.511;238.751;1.570;3.458;3.773;2.878
2018/30/04;16:20:00.000;238.077;237.428;238.485;1.428;3.269;3.606;2.858
2018/30/04;16:30:00.000;237.959;237.588;238.762;1.325;3.261;3.169;2.720
2018/30/04;16:40:00.000;237.725;237.449;238.308;1.093;1.860;1.761;2.624
2018/30/04;16:50:00.000;237.729;237.477;238.091;1.114;1.485;1.394;2.518
2018/30/04;17:00:00.000;237.558;237.848;238.629;1.736;3.171;3.040;2.374
2018/30/04;17:10:00.000;236.275;235.945;236.894;1.102;2.555;2.501;2.342
2018/30/04;17:20:00.000;235.617;235.640;236.644;1.131;2.218;2.125;2.479
2018/30/04;17:30:00.000;235.882;235.452;236.675;1.088;1.897;1.799;2.515
2018/30/04;17:40:00.000;236.475;235.704;236.594;0.934;1.729;1.661;2.530
2018/30/04;17:50:00.000;236.082;235.641;236.736;0.899;1.945;1.770;2.581
2018/30/04;18:00:00.000;235.887;235.373;236.331;1.491;1.522;1.435;2.792
2018/30/04;18:10:00.000;235.965;235.504;236.134;1.747;1.355;1.192;2.906
2018/30/04;18:20:00.000;235.661;235.382;236.389;1.360;1.672;1.542;2.979
2018/30/04;18:30:00.000;235.650;235.198;235.760;2.018;1.363;1.192;3.182
2018/30/04;18:40:00.000;235.076;234.616;235.501;2.319;1.080;0.828;3.248
2018/30/04;18:50:00.000;234.883;234.168;235.510;2.040;1.099;0.791;2.747
2018/30/04;19:00:00.000;235.252;233.750;235.876;1.983;5.151;3.128;3.875
2018/30/04;19:10:00.000;236.350;234.891;237.237;2.008;4.284;0.934;4.419
2018/30/04;19:20:00.000;236.815;235.785;237.425;2.048;1.024;0.645;2.530
2018/30/04;19:30:00.000;236.831;236.400;237.491;1.985;1.022;0.599;2.543
2018/30/04;19:40:00.000;237.176;236.064;237.925;2.046;1.049;0.708;2.438
2018/30/04;19:50:00.000;237.495;236.304;238.058;2.434;1.066;2.151;2.512
2018/30/04;20:00:00.000;237.639;236.759;238.537;2.452;1.067;0.833;2.620
2018/30/04;20:10:00.000;236.667;235.860;237.878;2.450;1.051;0.817;2.612
2018/30/04;20:20:00.000;235.102;234.126;234.406;4.258;2.873;13.067;11.724
2018/30/04;20:30:00.000;235.472;234.378;233.764;5.389;3.479;14.760;13.087
2018/30/04;20:40:00.000;235.169;234.326;235.888;2.674;1.501;1.197;1.904
2018/30/04;20:50:00.000;235.004;234.354;235.345;2.232;1.006;1.232;1.850
2018/30/04;21:00:00.000;233.876;234.075;235.163;6.251;0.969;1.401;5.944
2018/30/04;21:10:00.000;236.509;235.691;236.486;1.025;0.839;1.382;1.384
2018/30/04;21:20:00.000;236.489;236.268;237.046;0.828;0.801;1.240;1.130
2018/30/04;21:30:00.000;237.305;236.461;237.352;0.884;0.855;1.721;1.644
2018/30/04;21:40:00.000;237.669;236.506;237.754;0.859;0.868;0.996;0.648
2018/30/04;21:50:00.000;238.066;237.174;238.361;0.851;0.809;0.947;0.735
2018/30/04;22:00:00.000;236.383;235.566;236.741;0.895;0.783;0.906;0.768
2018/30/04;22:10:00.000;235.304;234.055;235.835;0.867;0.779;0.899;0.765
2018/30/04;22:20:00.000;235.242;234.259;235.400;0.897;0.777;0.899;0.840
2018/30/04;22:30:00.000;235.039;233.569;235.119;0.906;0.856;0.888;0.787
2018/30/04;22:40:00.000;234.591;233.274;234.756;0.906;0.805;0.614;0.578
2018/30/04;22:50:00.000;234.223;233.828;235.065;0.905;0.776;0.562;0.583
2018/30/04;23:00:00.000;234.639;233.766;235.016;0.905;0.776;0.561;0.580
2018/30/04;23:10:00.000;236.743;234.834;236.689;0.912;0.779;0.564;0.581
2018/30/04;23:20:00.000;238.210;236.076;238.019;0.918;0.844;0.564;0.579
2018/30/04;23:30:00.000;235.975;234.085;235.155;0.952;0.827;0.561;0.647
2018/30/04;23:40:00.000;235.814;234.158;235.570;0.867;0.784;0.565;0.723
2018/30/04;23:50:00.000;236.033;234.780;236.077;0.854;0.784;0.566;0.684
05.01.2018;00:00:00.000;237.329;235.722;237.278;0.849;0.786;0.568;0.661
05.01.2018;00:10:00.000;235.793;234.367;235.632;0.872;0.829;0.567;0.718
05.01.2018;00:20:00.000;236.261;234.692;235.911;0.908;0.832;0.563;0.517
05.01.2018;00:30:00.000;236.278;235.037;236.059;0.911;0.791;0.566;0.578
05.01.2018;00:40:00.000;236.388;235.087;235.942;0.912;0.781;0.580;0.601
05.01.2018;00:50:00.000;236.579;235.249;236.330;0.912;0.781;0.566;0.588
05.01.2018;01:00:00.000;236.870;235.481;236.576;0.912;0.781;0.565;0.586
05.01.2018;01:10:00.000;236.398;235.136;236.259;0.912;0.854;0.562;0.567
05.01.2018;01:20:00.000;236.488;235.091;236.214;0.912;0.813;0.564;0.542
05.01.2018;01:30:00.000;236.637;235.112;236.491;0.951;0.781;0.565;0.688
05.01.2018;01:40:00.000;236.484;235.138;236.346;0.898;0.787;0.568;0.795
05.01.2018;01:50:00.000;236.298;235.383;236.311;0.879;0.786;0.567;0.748
05.01.2018;02:00:00.000;236.537;235.335;236.454;0.875;0.834;0.566;0.718
05.01.2018;02:10:00.000;236.713;235.627;236.566;0.872;0.826;0.565;0.611
05.01.2018;02:20:00.000;236.788;235.762;236.509;0.911;0.778;0.565;0.592
05.01.2018;02:30:00.000;236.957;235.915;236.607;0.912;0.777;0.566;0.596
05.01.2018;02:40:00.000;237.084;236.128;236.854;0.913;0.778;0.566;0.622
05.01.2018;02:50:00.000;236.930;236.349;236.892;0.913;0.778;0.565;0.622
05.01.2018;03:00:00.000;237.158;236.347;236.936;0.916;0.854;0.564;0.575
05.01.2018;03:10:00.000;236.829;236.113;236.557;0.914;0.801;0.565;0.590
05.01.2018;03:20:00.000;236.664;235.835;236.381;0.911;0.777;0.565;0.655
05.01.2018;03:30:00.000;236.932;235.996;236.658;0.912;0.777;0.567;0.678
05.01.2018;03:40:00.000;236.681;235.914;236.273;0.942;0.783;0.568;0.902
05.01.2018;03:50:00.000;236.558;236.004;236.030;0.883;0.834;0.567;0.758
05.01.2018;04:00:00.000;236.885;235.903;236.279;0.876;0.826;0.566;0.610
05.01.2018;04:10:00.000;237.009;236.108;236.736;0.870;0.785;0.568;0.699
05.01.2018;04:20:00.000;237.069;236.274;236.862;0.906;0.778;0.567;0.616
05.01.2018;04:30:00.000;236.972;236.142;236.782;0.912;0.777;0.566;0.597
05.01.2018;04:40:00.000;236.921;235.810;236.651;0.912;0.776;0.566;0.598
05.01.2018;04:50:00.000;236.802;235.727;236.507;0.914;0.845;0.564;0.566
05.01.2018;05:00:00.000;236.596;235.808;236.505;0.913;0.807;0.565;0.605
05.01.2018;05:10:00.000;236.050;235.329;236.063;0.928;0.777;0.568;0.706
05.01.2018;05:20:00.000;235.922;234.916;235.830;0.913;0.775;0.566;0.644
05.01.2018;05:30:00.000;235.477;235.006;235.453;0.911;0.811;0.565;0.655
05.01.2018;05:40:00.000;235.278;234.980;235.482;2.474;0.916;0.570;2.329
05.01.2018;05:50:00.000;235.140;234.819;235.275;3.127;0.953;0.577;2.947
05.01.2018;06:00:00.000;234.604;234.210;234.953;3.535;0.904;0.583;3.480
05.01.2018;06:10:00.000;236.934;236.341;237.451;3.388;0.880;0.651;3.339
05.01.2018;06:20:00.000;236.865;236.649;237.320;4.048;0.884;0.666;4.013
05.01.2018;06:30:00.000;237.114;236.766;237.471;2.344;0.956;0.651;2.149
05.01.2018;06:40:00.000;237.451;236.499;235.696;2.690;1.801;12.401;12.164
05.01.2018;06:50:00.000;237.076;236.526;234.258;2.382;2.093;16.296;15.818
05.01.2018;07:00:00.000;236.982;236.170;236.537;2.361;1.941;5.638;5.575
05.01.2018;07:10:00.000;236.709;235.546;236.647;2.332;2.029;0.924;1.201
05.01.2018;07:20:00.000;236.284;235.042;236.249;2.368;2.026;0.894;1.247
05.01.2018;07:30:00.000;235.572;234.937;235.771;2.349;2.139;0.887;1.255
05.01.2018;07:40:00.000;235.083;234.682;235.532;2.372;2.298;0.855;1.339
05.01.2018;07:50:00.000;234.791;234.199;235.339;2.221;2.172;0.846;1.198
05.01.2018;08:00:00.000;234.617;233.659;234.838;2.175;2.055;0.813;1.217
05.01.2018;08:10:00.000;234.185;233.372;234.100;2.379;1.809;0.798;1.697
05.01.2018;08:20:00.000;236.230;235.777;236.532;2.270;1.032;1.154;2.602
05.01.2018;08:30:00.000;235.817;235.752;236.958;2.065;1.068;0.853;1.782
05.01.2018;08:40:00.000;236.080;235.928;236.659;2.009;1.113;0.990;1.694
05.01.2018;08:50:00.000;236.447;235.993;236.617;2.005;1.313;1.154;1.884
05.01.2018;09:00:00.000;236.322;235.863;236.717;2.036;1.510;1.437;1.947
05.01.2018;09:10:00.000;236.153;235.742;236.658;2.030;1.512;1.430;1.820
05.01.2018;09:20:00.000;236.248;235.466;236.667;1.582;1.344;1.196;0.952
05.01.2018;09:30:00.000;236.173;235.145;236.362;1.630;1.279;1.260;0.826
05.01.2018;09:40:00.000;235.744;234.857;236.250;1.145;1.329;1.302;0.953
05.01.2018;09:50:00.000;235.475;234.734;236.247;0.753;1.421;1.330;1.335
05.01.2018;10:00:00.000;235.468;235.062;236.113;1.471;1.614;1.596;0.970
05.01.2018;10:10:00.000;234.748;234.470;235.747;1.888;1.914;1.949;0.868
05.01.2018;10:20:00.000;234.923;234.143;235.561;1.794;1.732;1.826;0.853
05.01.2018;10:30:00.000;235.017;233.884;235.433;1.970;1.571;1.740;0.740
05.01.2018;10:40:00.000;235.455;234.013;235.794;2.003;1.703;1.711;0.761
05.01.2018;10:50:00.000;235.487;234.396;236.177;2.080;1.777;1.793;0.763
05.01.2018;11:00:00.000;235.374;234.354;236.455;2.887;2.545;2.656;0.815
05.01.2018;11:10:00.000;235.634;234.801;236.807;2.614;2.283;2.329;0.854
05.01.2018;11:20:00.000;235.320;234.248;236.289;2.246;1.780;1.979;0.858
05.01.2018;11:30:00.000;235.379;234.480;236.433;2.978;2.557;2.706;0.847
05.01.2018;11:40:00.000;235.563;233.859;235.978;3.309;2.903;2.959;0.992
05.01.2018;11:50:00.000;235.437;234.192;236.306;3.942;3.759;3.911;0.980
05.01.2018;12:00:00.000;235.562;234.159;236.267;3.656;3.637;3.790;1.034
05.01.2018;12:10:00.000;235.212;234.512;236.541;3.880;3.700;3.970;1.021
05.01.2018;12:20:00.000;234.864;234.443;236.944;2.737;2.469;2.745;0.969
05.01.2018;12:30:00.000;236.442;235.434;237.685;5.413;5.116;5.324;0.936
05.01.2018;12:40:00.000;236.376;235.421;237.503;5.102;4.579;4.832;0.917
05.01.2018;12:50:00.000;236.248;235.529;237.339;3.665;3.200;3.387;0.910
05.01.2018;13:00:00.000;236.972;235.648;237.465;3.370;2.961;3.095;0.900
05.01.2018;13:10:00.000;236.599;234.789;237.208;3.847;3.272;3.616;0.817
05.01.2018;13:20:00.000;236.258;234.313;236.675;3.410;2.873;3.181;0.886
