Intervalle:600 sec;;;;;;;;
Tension:229.999 V;;;;;;;;
;;;;;;;;
;;;;;;;;
Date/Heure:2018/07/05;10:20:00.000 - 2018/14/05;;14:10:00.000;;;;;
;;;;;;;;
Date;Heure;'UL1_[V]';'UL2_[V]';'UL3_[V]';'IL1_[A]';'IL2_[A]';'IL3_[A]';'I_Neutral_[A]'
05.12.2018;15:10:00.000;235.186;234.427;236.066;0.612;0.366;0.651;0.430
05.12.2018;15:20:00.000;235.446;234.870;237.095;0.612;0.367;0.654;0.430
05.12.2018;15:30:00.000;235.196;235.542;237.555;0.610;0.366;0.655;0.429
05.12.2018;15:40:00.000;235.257;235.889;236.938;1.280;0.391;0.787;1.290
05.12.2018;15:50:00.000;235.421;235.900;236.673;2.600;0.367;0.794;2.674
05.12.2018;16:00:00.000;235.503;236.042;236.633;0.731;2.206;0.755;1.850
05.12.2018;16:10:00.000;235.768;236.773;236.828;0.619;0.379;0.757;0.631
05.12.2018;16:20:00.000;235.779;236.766;237.010;0.617;0.367;0.756;0.629
05.12.2018;16:30:00.000;236.472;236.231;237.288;0.619;0.367;0.755;0.630
05.12.2018;16:40:00.000;236.433;236.419;237.156;0.619;0.368;0.688;0.505
05.12.2018;16:50:00.000;235.936;236.265;237.425;0.619;0.367;0.657;0.438
05.12.2018;17:00:00.000;235.904;236.815;237.506;0.618;0.366;0.658;0.438
05.12.2018;17:10:00.000;236.326;236.648;237.510;0.619;0.365;0.660;0.442
05.12.2018;17:20:00.000;236.504;236.210;236.920;0.617;0.367;0.659;0.441
05.12.2018;17:30:00.000;236.700;235.318;237.283;0.621;0.365;0.654;0.438
05.12.2018;17:40:00.000;236.517;235.053;237.516;0.623;0.364;0.653;0.435
05.12.2018;17:50:00.000;236.065;235.403;237.359;0.618;0.363;0.650;0.436
05.12.2018;18:00:00.000;235.893;235.512;236.815;0.617;0.364;0.649;0.435
05.12.2018;18:10:00.000;234.243;233.445;235.165;0.616;0.363;0.760;0.638
05.12.2018;18:20:00.000;234.072;233.435;235.011;0.616;0.363;0.762;0.655
05.12.2018;18:30:00.000;233.340;233.310;234.905;0.615;0.363;0.756;0.642
05.12.2018;18:40:00.000;233.554;233.463;234.581;0.612;0.363;0.754;0.634
05.12.2018;18:50:00.000;234.085;233.304;232.935;0.609;0.365;0.751;0.630
05.12.2018;19:00:00.000;233.687;233.256;232.967;0.613;0.365;0.659;0.456
05.12.2018;19:10:00.000;234.464;233.540;233.247;0.617;0.364;0.650;0.424
05.12.2018;19:20:00.000;234.226;233.089;233.698;2.132;0.365;0.669;2.162
05.12.2018;19:30:00.000;233.895;232.824;233.553;2.162;0.365;0.671;2.199
05.12.2018;19:40:00.000;234.170;232.619;233.693;0.946;0.366;0.663;0.939
05.12.2018;19:50:00.000;233.283;233.315;234.037;0.902;0.368;0.660;0.888
05.12.2018;20:00:00.000;233.209;232.980;234.589;3.356;0.374;3.470;0.906
05.12.2018;20:10:00.000;233.367;233.015;234.544;8.089;0.359;4.925;4.901
05.12.2018;20:20:00.000;233.909;233.416;234.974;3.370;0.358;3.720;0.982
05.12.2018;20:30:00.000;234.294;234.274;234.779;1.067;0.365;1.084;0.935
05.12.2018;20:40:00.000;234.443;234.374;235.080;0.763;0.439;0.775;0.844
05.12.2018;20:50:00.000;234.433;233.583;235.675;4.192;0.365;0.782;4.192
05.12.2018;21:00:00.000;234.414;233.353;235.869;0.866;0.362;0.757;0.935
05.12.2018;21:10:00.000;233.656;233.248;235.972;0.867;0.362;0.754;0.936
05.12.2018;21:20:00.000;234.205;233.343;235.879;0.863;0.360;0.744;0.922
05.12.2018;21:30:00.000;234.588;234.048;235.643;0.880;0.368;0.659;0.859
05.12.2018;21:40:00.000;235.012;234.129;235.785;0.926;0.361;0.661;0.920
05.12.2018;21:50:00.000;234.818;234.332;235.716;1.973;0.455;0.674;2.070
05.12.2018;22:00:00.000;234.420;235.149;235.064;9.531;0.724;0.754;9.270
05.12.2018;22:10:00.000;234.222;234.927;234.944;9.295;0.796;0.750;8.970
05.12.2018;22:20:00.000;234.346;234.802;235.736;3.492;0.669;0.676;3.385
05.12.2018;22:30:00.000;235.096;234.556;235.686;4.248;0.759;0.675;4.070
05.12.2018;22:40:00.000;234.348;234.769;235.465;8.400;0.766;0.738;8.096
05.12.2018;22:50:00.000;234.454;234.824;235.691;7.006;0.591;0.760;6.841
05.12.2018;23:00:00.000;235.405;235.569;236.215;0.611;0.424;0.759;0.605
05.12.2018;23:10:00.000;233.255;234.664;234.883;0.602;0.372;0.750;0.595
05.12.2018;23:20:00.000;234.703;235.315;235.958;0.608;0.372;0.749;0.596
05.12.2018;23:30:00.000;235.577;235.137;235.861;0.620;0.371;0.743;0.608
05.12.2018;23:40:00.000;236.503;236.002;236.502;0.622;0.371;0.719;0.563
05.12.2018;23:50:00.000;236.694;236.405;236.862;0.623;0.371;0.653;0.429
2018/13/05;00:00:00.000;234.513;234.616;234.923;0.613;0.373;0.649;0.417
2018/13/05;00:10:00.000;234.685;234.807;235.273;0.613;0.369;0.650;0.420
2018/13/05;00:20:00.000;235.707;235.339;236.040;0.615;0.368;0.652;0.424
2018/13/05;00:30:00.000;235.529;235.674;235.916;0.615;0.368;0.651;0.424
2018/13/05;00:40:00.000;235.718;235.726;236.103;0.615;0.367;0.648;0.417
2018/13/05;00:50:00.000;236.152;235.780;236.269;0.616;0.366;0.651;0.418
2018/13/05;01:00:00.000;236.224;235.846;236.154;0.617;0.366;0.651;0.418
2018/13/05;01:10:00.000;236.517;236.173;236.403;0.616;0.365;0.753;0.606
2018/13/05;01:20:00.000;236.684;236.274;236.450;0.616;0.365;0.761;0.631
2018/13/05;01:30:00.000;236.970;236.334;236.541;0.618;0.364;0.753;0.623
2018/13/05;01:40:00.000;237.097;236.477;236.495;0.618;0.362;0.749;0.618
2018/13/05;01:50:00.000;237.008;236.471;236.759;0.618;0.363;0.747;0.614
2018/13/05;02:00:00.000;237.232;236.319;236.515;0.624;0.362;0.676;0.482
2018/13/05;02:10:00.000;235.156;234.450;234.792;0.618;0.361;0.650;0.433
2018/13/05;02:20:00.000;235.083;234.263;234.578;0.616;0.361;0.650;0.429
2018/13/05;02:30:00.000;235.325;234.265;234.284;0.616;0.361;0.650;0.428
2018/13/05;02:40:00.000;235.546;234.336;234.590;0.615;0.361;0.650;0.431
2018/13/05;02:50:00.000;235.601;234.476;234.539;0.616;0.361;0.647;0.425
2018/13/05;03:00:00.000;235.737;234.585;234.100;0.617;0.361;0.647;0.424
2018/13/05;03:10:00.000;235.394;234.588;234.120;0.616;0.360;0.647;0.422
2018/13/05;03:20:00.000;235.428;234.725;234.428;0.617;0.361;0.696;0.508
2018/13/05;03:30:00.000;235.541;234.905;234.779;0.616;0.360;0.760;0.646
2018/13/05;03:40:00.000;235.387;234.937;234.828;0.614;0.360;0.755;0.635
2018/13/05;03:50:00.000;235.377;234.632;235.095;0.614;0.444;0.749;0.613
2018/13/05;04:00:00.000;235.522;234.723;235.094;0.614;0.360;0.746;0.622
2018/13/05;04:10:00.000;235.407;234.821;235.139;0.615;0.362;0.695;0.522
2018/13/05;04:20:00.000;235.343;234.755;235.145;0.616;0.360;0.651;0.428
2018/13/05;04:30:00.000;235.438;234.914;235.061;0.615;0.362;0.651;0.428
2018/13/05;04:40:00.000;235.372;234.817;235.195;0.615;0.360;0.652;0.429
2018/13/05;04:50:00.000;235.320;234.761;235.582;0.616;0.360;0.653;0.431
2018/13/05;05:00:00.000;235.156;234.615;235.170;0.616;0.359;0.649;0.427
2018/13/05;05:10:00.000;235.003;234.617;234.870;0.615;0.359;0.647;0.423
2018/13/05;05:20:00.000;234.850;234.438;234.826;0.615;0.360;0.647;0.423
2018/13/05;05:30:00.000;234.618;234.227;234.719;0.615;0.360;0.647;0.422
2018/13/05;05:40:00.000;234.599;234.349;234.594;0.613;0.359;0.779;0.665
2018/13/05;05:50:00.000;234.547;234.508;234.768;0.613;0.360;0.756;0.637
2018/13/05;06:00:00.000;234.829;234.534;234.750;0.615;0.359;0.753;0.632
2018/13/05;06:10:00.000;235.614;235.198;235.560;0.616;0.359;0.752;0.628
2018/13/05;06:20:00.000;235.825;235.519;235.594;0.617;0.535;0.726;0.556
2018/13/05;06:30:00.000;235.803;235.485;235.430;0.617;0.654;0.651;0.396
2018/13/05;06:40:00.000;235.925;235.513;235.447;0.616;0.665;0.652;0.407
2018/13/05;06:50:00.000;235.803;235.508;235.557;2.334;0.496;0.666;2.349
2018/13/05;07:00:00.000;235.630;235.510;235.674;2.936;0.393;0.669;2.940
2018/13/05;07:10:00.000;235.037;234.645;235.034;1.029;0.358;0.653;0.938
2018/13/05;07:20:00.000;235.097;234.411;234.790;1.003;0.432;0.650;0.872
2018/13/05;07:30:00.000;234.830;234.250;234.693;0.615;0.450;0.647;0.419
2018/13/05;07:40:00.000;234.796;234.154;234.297;0.615;0.667;0.721;0.529
2018/13/05;07:50:00.000;234.241;234.325;234.057;3.124;0.491;0.772;3.074
2018/13/05;08:00:00.000;233.715;234.817;234.530;10.692;0.374;0.876;10.631
2018/13/05;08:10:00.000;235.946;235.716;235.717;2.896;0.370;0.770;2.907
2018/13/05;08:20:00.000;236.073;235.557;235.764;3.282;0.370;0.770;3.283
2018/13/05;08:30:00.000;235.273;235.832;234.946;8.891;0.373;0.854;8.870
2018/13/05;08:40:00.000;235.325;235.487;235.105;7.330;0.371;0.822;7.316
2018/13/05;08:50:00.000;235.341;235.209;235.089;0.798;0.369;0.753;0.848
2018/13/05;09:00:00.000;234.790;234.318;235.504;0.799;0.374;0.756;0.843
2018/13/05;09:10:00.000;233.564;233.574;234.759;0.816;0.374;0.683;0.815
2018/13/05;09:20:00.000;233.455;233.552;234.582;0.820;0.372;0.659;0.800
2018/13/05;09:30:00.000;233.916;233.335;233.402;0.844;0.371;0.658;0.832
2018/13/05;09:40:00.000;234.203;233.087;233.254;0.829;0.371;0.656;0.819
2018/13/05;09:50:00.000;235.490;236.007;235.411;1.548;0.373;0.662;1.555
2018/13/05;10:00:00.000;235.243;235.974;236.242;8.242;0.427;0.742;8.321
2018/13/05;10:10:00.000;235.712;234.793;235.942;1.105;0.456;0.663;1.163
2018/13/05;10:20:00.000;235.537;234.856;236.180;5.295;0.429;0.696;5.356
2018/13/05;10:30:00.000;235.343;235.168;235.167;8.864;0.445;0.888;8.839
2018/13/05;10:40:00.000;234.546;235.494;235.130;5.487;0.444;0.804;5.479
2018/13/05;10:50:00.000;234.800;234.610;235.162;0.819;0.438;0.763;0.813
2018/13/05;11:00:00.000;235.649;234.461;235.190;0.845;0.423;0.759;0.834
2018/13/05;11:10:00.000;234.610;234.626;236.049;0.842;0.419;0.758;0.824
2018/13/05;11:20:00.000;234.449;234.399;235.459;2.467;0.419;0.739;2.512
2018/13/05;11:30:00.000;234.426;234.398;235.180;1.242;0.417;0.661;1.239
2018/13/05;11:40:00.000;234.024;234.356;234.703;0.841;0.418;0.661;0.818
2018/13/05;11:50:00.000;233.803;234.374;235.074;0.843;0.414;0.659;0.824
2018/13/05;12:00:00.000;233.853;234.244;234.992;0.836;0.415;0.663;0.811
2018/13/05;12:10:00.000;233.681;233.489;234.446;0.838;0.422;0.661;0.820
2018/13/05;12:20:00.000;234.455;233.813;234.194;1.561;0.460;0.664;1.526
2018/13/05;12:30:00.000;234.490;234.417;234.556;4.658;0.849;0.704;4.550
2018/13/05;12:40:00.000;233.932;233.601;235.269;4.454;0.806;0.783;4.358
2018/13/05;12:50:00.000;234.222;233.063;236.230;6.463;0.807;0.827;6.291
2018/13/05;13:00:00.000;234.952;233.326;236.132;3.821;0.804;0.801;3.649
2018/13/05;13:10:00.000;234.887;234.365;236.009;3.481;0.804;0.792;3.319
2018/13/05;13:20:00.000;235.157;234.282;236.342;0.656;0.523;0.760;0.620
2018/13/05;13:30:00.000;234.949;234.655;236.516;0.667;0.361;0.753;0.691
2018/13/05;13:40:00.000;235.218;235.016;236.017;0.661;0.364;0.749;0.679
2018/13/05;13:50:00.000;234.818;235.585;236.276;0.650;0.361;0.710;0.600
2018/13/05;14:00:00.000;234.653;235.787;237.121;1.994;0.359;0.665;2.002
2018/13/05;14:10:00.000;234.812;236.227;237.030;0.662;0.357;0.656;0.499
2018/13/05;14:20:00.000;234.864;236.494;237.611;0.660;0.356;0.659;0.496
2018/13/05;14:30:00.000;235.055;236.797;237.399;1.697;0.357;0.663;1.687
2018/13/05;14:40:00.000;235.040;236.297;237.054;0.649;0.359;0.656;0.480
2018/13/05;14:50:00.000;235.188;236.110;236.418;0.631;0.361;0.654;0.470
2018/13/05;15:00:00.000;234.618;236.525;236.031;1.256;0.362;0.737;1.316
2018/13/05;15:10:00.000;235.191;236.636;236.201;0.680;0.419;0.766;0.701
2018/13/05;15:20:00.000;235.014;237.260;236.716;0.851;0.545;0.767;0.778
2018/13/05;15:30:00.000;235.478;237.348;236.860;0.848;3.481;0.759;3.138
2018/13/05;15:40:00.000;235.490;236.340;236.409;0.854;9.215;0.742;8.163
2018/13/05;15:50:00.000;232.785;235.085;233.762;0.848;0.932;0.750;0.857
2018/13/05;16:00:00.000;233.252;234.326;234.697;0.849;0.936;0.656;0.860
2018/13/05;16:10:00.000;234.049;233.393;235.080;0.857;0.936;0.652;0.858
2018/13/05;16:20:00.000;233.451;234.065;234.180;0.852;0.999;0.651;0.915
2018/13/05;16:30:00.000;233.758;234.061;234.217;0.852;0.919;0.653;0.886
2018/13/05;16:40:00.000;232.344;234.208;235.552;0.862;1.049;0.679;0.945
2018/13/05;16:50:00.000;233.076;234.213;235.213;0.860;1.784;0.670;1.430
2018/13/05;17:00:00.000;233.767;233.288;234.687;0.929;1.113;0.661;1.087
2018/13/05;17:10:00.000;232.892;233.862;234.830;0.854;0.372;0.667;0.823
2018/13/05;17:20:00.000;233.586;233.211;234.761;0.838;0.366;0.797;0.937
2018/13/05;17:30:00.000;233.237;233.284;234.553;0.848;0.369;0.787;0.916
2018/13/05;17:40:00.000;233.773;233.979;234.206;0.832;0.366;0.770;0.899
2018/13/05;17:50:00.000;232.197;234.155;233.568;0.819;0.365;0.770;0.882
2018/13/05;18:00:00.000;232.038;233.897;233.981;0.850;0.557;0.767;0.753
2018/13/05;18:10:00.000;233.363;233.756;234.778;0.853;0.511;0.671;0.772
2018/13/05;18:20:00.000;232.780;233.458;234.608;0.840;0.468;0.662;0.773
2018/13/05;18:30:00.000;232.763;232.647;234.621;0.835;0.452;0.666;0.764
2018/13/05;18:40:00.000;232.603;232.074;234.511;0.839;0.437;0.666;0.778
2018/13/05;18:50:00.000;232.657;232.245;233.729;0.841;0.431;0.666;0.783
2018/13/05;19:00:00.000;232.622;232.208;233.653;0.826;0.424;0.663;0.771
2018/13/05;19:10:00.000;232.550;232.779;233.729;0.807;0.420;0.662;0.748
2018/13/05;19:20:00.000;232.573;233.096;234.046;0.638;0.412;0.653;0.489
2018/13/05;19:30:00.000;232.731;233.112;234.371;0.621;0.417;0.735;0.563
2018/13/05;19:40:00.000;232.457;232.704;234.807;3.861;0.371;0.788;3.860
2018/13/05;19:50:00.000;232.635;232.949;234.519;0.785;0.362;0.764;0.860
2018/13/05;20:00:00.000;233.033;233.220;234.556;0.780;0.362;0.762;0.853
2018/13/05;20:10:00.000;232.884;233.008;234.635;0.775;0.363;0.751;0.833
2018/13/05;20:20:00.000;233.734;233.234;234.589;0.724;0.361;0.656;0.647
2018/13/05;20:30:00.000;233.965;233.552;234.942;0.744;0.360;0.659;0.687
2018/13/05;20:40:00.000;233.885;233.584;235.147;0.696;0.360;0.657;0.563
2018/13/05;20:50:00.000;233.838;233.440;234.894;4.968;0.533;0.702;4.978
2018/13/05;21:00:00.000;232.759;232.906;234.561;3.385;0.361;0.686;3.466
2018/13/05;21:10:00.000;232.819;232.055;234.434;3.303;0.360;0.676;3.366
2018/13/05;21:20:00.000;232.525;232.757;234.482;1.772;0.359;0.664;1.809
2018/13/05;21:30:00.000;233.152;232.698;234.646;1.156;0.361;0.781;1.250
2018/13/05;21:40:00.000;233.308;232.800;234.444;0.897;0.361;0.775;0.994
2018/13/05;21:50:00.000;233.277;233.363;234.610;0.899;0.359;0.765;0.987
2018/13/05;22:00:00.000;233.735;233.546;234.821;0.898;0.362;0.760;0.981
2018/13/05;22:10:00.000;233.839;233.823;234.933;0.872;0.361;0.712;0.904
2018/13/05;22:20:00.000;233.925;233.837;235.181;0.872;0.360;0.657;0.850
2018/13/05;22:30:00.000;234.165;233.951;234.957;0.878;0.661;0.655;0.562
2018/13/05;22:40:00.000;234.200;233.782;234.762;1.030;0.574;0.657;0.921
2018/13/05;22:50:00.000;234.626;234.399;234.572;0.873;0.361;0.656;0.852
2018/13/05;23:00:00.000;234.968;235.011;234.909;0.877;0.360;0.653;0.856
2018/13/05;23:10:00.000;235.077;234.389;234.642;0.882;0.361;0.652;0.862
2018/13/05;23:20:00.000;235.696;235.065;235.479;0.939;0.361;0.656;0.939
2018/13/05;23:30:00.000;236.408;236.276;236.909;0.781;0.399;0.656;0.703
2018/13/05;23:40:00.000;235.259;235.059;235.819;0.637;0.655;0.793;0.620
2018/13/05;23:50:00.000;235.186;234.785;235.501;0.635;0.501;0.756;0.625
2018/14/05;00:00:00.000;235.165;234.900;235.575;1.821;0.359;0.758;1.824
2018/14/05;00:10:00.000;235.653;235.236;235.983;2.439;0.388;0.758;2.409
2018/14/05;00:20:00.000;235.860;235.476;236.298;0.691;0.360;0.699;0.634
2018/14/05;00:30:00.000;236.013;235.781;236.641;0.692;0.360;0.657;0.544
2018/14/05;00:40:00.000;236.065;236.102;236.667;0.635;0.360;0.656;0.462
2018/14/05;00:50:00.000;233.671;234.175;234.441;0.610;0.359;0.649;0.430
2018/14/05;01:00:00.000;234.075;234.025;234.440;0.612;0.358;0.651;0.433
2018/14/05;01:10:00.000;236.231;236.238;236.463;0.615;0.360;0.650;0.427
2018/14/05;01:20:00.000;236.293;236.056;236.468;0.616;0.359;0.650;0.426
2018/14/05;01:30:00.000;236.446;236.328;236.675;0.617;0.359;0.651;0.425
2018/14/05;01:40:00.000;236.250;236.728;236.783;0.616;0.360;0.699;0.508
2018/14/05;01:50:00.000;236.511;236.668;236.791;0.615;0.359;0.764;0.647
2018/14/05;02:00:00.000;236.831;236.570;236.888;0.623;0.360;0.759;0.643
2018/14/05;02:10:00.000;236.392;236.209;236.509;0.619;0.360;0.751;0.629
2018/14/05;02:20:00.000;236.224;236.257;236.806;0.615;0.360;0.748;0.618
2018/14/05;02:30:00.000;236.540;236.234;236.931;0.616;0.361;0.691;0.511
2018/14/05;02:40:00.000;236.694;236.310;236.940;0.616;0.360;0.655;0.430
2018/14/05;02:50:00.000;236.680;236.386;237.276;0.617;0.359;0.657;0.430
2018/14/05;03:00:00.000;236.491;236.533;237.138;0.616;0.361;0.656;0.430
2018/14/05;03:10:00.000;236.608;236.362;236.820;0.616;0.360;0.656;0.433
2018/14/05;03:20:00.000;236.940;236.735;236.909;0.617;0.360;0.653;0.426
2018/14/05;03:30:00.000;237.044;236.573;236.629;0.618;0.359;0.652;0.428
2018/14/05;03:40:00.000;236.727;236.306;236.721;0.618;0.359;0.651;0.430
2018/14/05;03:50:00.000;236.792;236.617;236.908;0.619;0.360;0.709;0.527
2018/14/05;04:00:00.000;237.015;236.839;237.310;0.618;0.361;0.762;0.646
2018/14/05;04:10:00.000;236.871;236.623;237.236;0.617;0.360;0.758;0.635
2018/14/05;04:20:00.000;236.765;236.231;236.917;0.617;0.360;0.750;0.626
2018/14/05;04:30:00.000;236.780;236.324;236.854;0.617;0.359;0.747;0.620
2018/14/05;04:40:00.000;236.600;236.080;236.515;0.618;0.359;0.691;0.517
2018/14/05;04:50:00.000;236.546;236.001;236.384;0.618;0.360;0.654;0.436
2018/14/05;05:00:00.000;236.284;235.899;236.259;0.617;0.360;0.655;0.435
2018/14/05;05:10:00.000;235.535;235.283;235.780;0.615;0.359;0.653;0.433
2018/14/05;05:20:00.000;235.192;235.303;235.442;0.615;0.359;0.653;0.436
2018/14/05;05:30:00.000;235.004;235.119;235.203;0.615;0.473;0.648;0.387
2018/14/05;05:40:00.000;234.885;234.669;235.098;0.627;0.529;0.646;0.385
2018/14/05;05:50:00.000;234.935;234.809;235.161;4.914;0.604;0.683;4.914
2018/14/05;06:00:00.000;236.662;236.055;235.935;0.670;0.641;0.651;0.390
2018/14/05;06:10:00.000;236.902;236.405;236.383;0.654;0.405;0.800;0.729
2018/14/05;06:20:00.000;236.589;236.497;236.249;0.613;0.359;0.759;0.638
2018/14/05;06:30:00.000;235.821;236.417;236.395;0.605;0.357;0.754;0.625
2018/14/05;06:40:00.000;235.836;235.418;235.645;0.611;0.358;0.749;0.623
2018/14/05;06:50:00.000;234.776;234.958;235.138;0.611;0.358;0.708;0.552
2018/14/05;07:00:00.000;233.644;234.360;234.560;0.606;0.357;0.650;0.436
2018/14/05;07:10:00.000;234.364;234.634;234.643;0.610;0.358;0.651;0.438
2018/14/05;07:20:00.000;235.154;234.934;235.222;0.612;0.359;0.653;0.441
2018/14/05;07:30:00.000;234.194;235.170;234.243;0.609;0.359;0.652;0.441
2018/14/05;07:40:00.000;233.969;234.522;234.630;0.606;0.357;0.649;0.433
2018/14/05;07:50:00.000;233.136;233.672;234.410;3.817;0.357;0.668;3.841
2018/14/05;08:00:00.000;235.853;235.250;235.865;0.669;0.360;0.652;0.495
2018/14/05;08:10:00.000;234.751;233.849;233.668;0.629;0.361;0.647;0.450
2018/14/05;08:20:00.000;234.228;233.909;234.232;0.607;0.360;0.791;0.683
2018/14/05;08:30:00.000;233.554;233.479;234.174;0.604;0.360;0.756;0.636
2018/14/05;08:40:00.000;233.236;233.769;233.116;0.604;0.360;0.752;0.622
2018/14/05;08:50:00.000;233.496;233.874;233.730;0.606;0.360;0.750;0.617
2018/14/05;09:00:00.000;233.963;234.056;234.236;0.613;0.359;0.705;0.545
2018/14/05;09:10:00.000;234.512;235.348;235.356;0.616;0.361;0.656;0.438
2018/14/05;09:20:00.000;235.127;235.376;235.356;0.616;0.360;0.655;0.439
2018/14/05;09:30:00.000;235.010;233.986;235.810;0.619;0.359;0.656;0.442
2018/14/05;09:40:00.000;234.686;233.352;235.597;0.617;0.358;0.653;0.439
2018/14/05;09:50:00.000;234.441;234.112;234.840;0.618;0.358;0.647;0.431
2018/14/05;10:00:00.000;233.222;234.607;234.670;0.614;0.360;0.649;0.430
2018/14/05;10:10:00.000;234.020;234.181;234.905;0.613;0.396;0.648;0.417
2018/14/05;10:20:00.000;234.117;233.858;234.978;0.615;0.360;0.694;0.506
2018/14/05;10:30:00.000;234.322;233.710;235.234;0.614;0.359;0.759;0.643
2018/14/05;10:40:00.000;234.573;234.680;234.705;0.615;0.360;0.752;0.632
2018/14/05;10:50:00.000;234.582;233.817;234.628;0.616;0.359;0.749;0.626
2018/14/05;11:00:00.000;233.612;233.905;234.562;0.613;0.361;0.745;0.618
2018/14/05;11:10:00.000;233.969;233.995;234.563;0.611;0.421;0.689;0.496
2018/14/05;11:20:00.000;234.575;234.192;234.959;3.922;0.427;0.671;3.925
2018/14/05;11:30:00.000;234.068;233.850;235.159;5.432;0.360;0.692;5.480
2018/14/05;11:40:00.000;233.688;233.497;235.435;8.385;0.368;0.739;8.472
2018/14/05;11:50:00.000;233.149;233.610;235.195;8.744;0.372;0.743;8.843
2018/14/05;12:00:00.000;234.002;233.837;235.118;3.035;0.361;0.666;3.076
2018/14/05;12:10:00.000;235.124;234.251;236.757;0.691;5.108;0.645;4.737
2018/14/05;12:20:00.000;233.412;233.485;236.256;6.109;9.572;0.760;8.599
2018/14/05;12:30:00.000;233.022;233.559;235.907;8.359;8.814;0.836;8.479
2018/14/05;12:40:00.000;234.324;233.959;234.453;6.167;3.317;0.808;5.908
2018/14/05;12:50:00.000;234.971;234.238;234.970;0.613;3.418;0.748;3.132
2018/14/05;13:00:00.000;235.156;234.473;235.269;0.615;3.232;0.746;2.974
2018/14/05;13:10:00.000;234.684;234.245;234.793;1.453;3.276;0.751;3.269
2018/14/05;13:20:00.000;234.767;234.462;235.225;2.640;1.000;0.732;2.615
2018/14/05;13:30:00.000;234.415;233.764;234.620;1.830;2.165;0.661;2.499
2018/14/05;13:40:00.000;234.474;233.189;233.233;0.807;2.209;0.646;1.944
2018/14/05;13:50:00.000;234.673;232.788;234.003;0.618;1.412;0.648;1.222
2018/14/05;14:00:00.000;234.201;232.666;234.470;0.619;1.848;0.647;1.681
2018/14/05;14:10:00.000;233.869;232.800;234.140;0.598;0.404;0.715;0.548
